-1.07	-1.07
-0.99	-0.99
-0.91	-0.91
-0.83	-0.83
-0.75	-0.75
-0.54	-0.54
-0.28	-0.28
-0.07	-0.07
-1.76	-1.76
-1.62	-1.62
-1.49	-1.49
-1.36	-1.36
-1.23	-1.23
-0.90	-0.90
-0.49	-0.49
-0.13	-0.13
-1.83	-1.83
-1.68	-1.67
-1.53	-1.52
-1.38	-1.38
-1.25	-1.24
-0.89	-0.89
-0.47	-0.47
-0.12	-0.12
-2.54	-2.54
-2.38	-2.39
-2.23	-2.23
-2.07	-2.08
-1.92	-1.92
-1.49	-1.49
-0.89	-0.90
-0.22	-0.23
-2.18	-2.18
-2.00	-2.00
-1.83	-1.82
-1.66	-1.66
-1.51	-1.50
-1.10	-1.09
-0.61	-0.60
-0.17	-0.17
-3.13	-3.12
-2.84	-2.83
-2.56	-2.55
-2.30	-2.29
-2.06	-2.05
-1.46	-1.44
-0.78	-0.77
-0.21	-0.21
-3.34	-3.34
-3.11	-3.10
-2.88	-2.88
-2.65	-2.65
-2.44	-2.44
-1.86	-1.87
-1.03	-1.03
-0.21	-0.21
-1.34	-1.34
-1.23	-1.23
-1.12	-1.12
-1.02	-1.02
-0.93	-0.92
-0.67	-0.67
-0.36	-0.36
-0.09	-0.09
-2.52	-2.51
-2.22	-2.21
-1.94	-1.93
-1.69	-1.68
-1.47	-1.46
-0.95	-0.94
-0.44	-0.43
-0.11	-0.11
-3.44	-3.43
-3.08	-3.07
-2.74	-2.73
-2.42	-2.41
-2.13	-2.12
-1.40	-1.39
-0.54	-0.53
-0.11	-0.11
-4.70	-4.66
-4.26	-4.22
-3.84	-3.80
-3.45	-3.41
-3.08	-3.05
-1.75	-1.72
-0.63	-0.62
-0.14	-0.13
-2.24	-2.24
-2.08	-2.07
-1.91	-1.91
-1.75	-1.75
-1.60	-1.59
-1.17	-1.17
-0.64	-0.63
-0.17	-0.17
-3.48	-3.45
-3.15	-3.13
-2.85	-2.82
-2.56	-2.54
-2.30	-2.28
-1.64	-1.62
-0.89	-0.88
-0.26	-0.26
-4.32	-4.29
-3.90	-3.87
-3.51	-3.48
-3.15	-3.12
-2.81	-2.78
-1.97	-1.95
-1.04	-1.02
-0.30	-0.29
-5.13	-5.10
-4.70	-4.67
-4.28	-4.25
-3.89	-3.87
-3.53	-3.51
-2.59	-2.57
-1.48	-1.47
-0.39	-0.39
-1.81	-1.80
-1.63	-1.62
-1.47	-1.46
-1.32	-1.31
-1.18	-1.17
-0.82	-0.82
-0.43	-0.43
-0.12	-0.12
-5.11	-5.16
-4.73	-4.79
-4.36	-4.42
-4.02	-4.07
-3.69	-3.74
-2.81	-2.87
-1.71	-1.76
-0.58	-0.61
-2.17	-2.18
-1.99	-1.99
-1.81	-1.82
-1.64	-1.65
-1.48	-1.49
-1.07	-1.07
-0.58	-0.58
-0.15	-0.16
-3.06	-3.06
-2.80	-2.80
-2.54	-2.55
-2.31	-2.31
-2.07	-2.08
-1.51	-1.52
-0.83	-0.84
-0.24	-0.25
-4.14	-4.16
-3.90	-3.92
-3.65	-3.67
-3.41	-3.43
-3.17	-3.19
-2.51	-2.53
-1.60	-1.62
-0.55	-0.56
-4.29	-4.30
-3.97	-3.99
-3.66	-3.68
-3.37	-3.38
-3.08	-3.10
-2.33	-2.34
-1.37	-1.38
-0.35	-0.36
-4.59	-4.62
-4.29	-4.32
-3.99	-4.03
-3.71	-3.74
-3.43	-3.46
-2.67	-2.71
-1.68	-1.72
-0.58	-0.60
-4.77	-4.80
-4.44	-4.47
-4.12	-4.15
-3.80	-3.84
-3.51	-3.54
-2.70	-2.74
-1.67	-1.70
-0.57	-0.59
-11.92	-11.78
-9.74	-9.60
-7.88	-7.74
