-0.38	-0.38
-0.36	-0.36
-0.34	-0.34
-0.32	-0.32
-0.30	-0.30
-0.24	-0.24
-0.16	-0.16
-0.05	-0.05
-0.67	-0.67
-0.64	-0.64
-0.60	-0.60
-0.57	-0.57
-0.53	-0.53
-0.43	-0.43
-0.28	-0.28
-0.10	-0.10
-0.73	-0.72
-0.68	-0.68
-0.64	-0.64
-0.60	-0.60
-0.56	-0.55
-0.44	-0.44
-0.28	-0.27
-0.09	-0.09
-0.99	-0.99
-0.95	-0.95
-0.90	-0.91
-0.86	-0.86
-0.81	-0.82
-0.68	-0.69
-0.48	-0.49
-0.17	-0.17
-0.94	-0.94
-0.88	-0.88
-0.83	-0.83
-0.77	-0.77
-0.72	-0.72
-0.57	-0.57
-0.37	-0.37
-0.13	-0.13
-1.35	-1.34
-1.26	-1.25
-1.18	-1.16
-1.09	-1.08
-1.01	-1.00
-0.78	-0.77
-0.48	-0.47
-0.17	-0.16
-1.48	-1.48
-1.40	-1.40
-1.32	-1.32
-1.25	-1.25
-1.17	-1.17
-0.96	-0.96
-0.61	-0.61
-0.17	-0.17
-0.54	-0.54
-0.51	-0.51
-0.48	-0.48
-0.45	-0.45
-0.42	-0.42
-0.33	-0.33
-0.21	-0.21
-0.07	-0.07
-1.17	-1.16
-1.08	-1.07
-0.98	-0.97
-0.89	-0.88
-0.80	-0.79
-0.58	-0.57
-0.32	-0.31
-0.09	-0.09
-1.47	-1.46
-1.37	-1.35
-1.26	-1.25
-1.16	-1.14
-1.06	-1.04
-0.78	-0.77
-0.38	-0.37
-0.09	-0.09
-2.15	-2.11
-2.00	-1.97
-1.86	-1.82
-1.72	-1.68
-1.58	-1.55
-1.04	-1.01
-0.46	-0.45
-0.12	-0.11
-0.83	-0.83
-0.79	-0.79
-0.75	-0.75
-0.71	-0.71
-0.67	-0.67
-0.54	-0.54
-0.36	-0.35
-0.12	-0.12
-1.67	-1.64
-1.55	-1.52
-1.44	-1.41
-1.33	-1.30
-1.22	-1.20
-0.94	-0.93
-0.59	-0.58
-0.21	-0.21
-2.05	-2.01
-1.90	-1.87
-1.76	-1.73
-1.62	-1.59
-1.49	-1.46
-1.14	-1.12
-0.70	-0.68
-0.24	-0.23
-2.52	-2.49
-2.36	-2.33
-2.20	-2.17
-2.05	-2.02
-1.90	-1.88
-1.50	-1.49
-0.97	-0.96
-0.32	-0.32
-0.84	-0.83
-0.78	-0.77
-0.72	-0.71
-0.66	-0.65
-0.61	-0.60
-0.46	-0.46
-0.28	-0.28
